L,R_cdw,R_cdw_err,S_pi,S_pi_dq,S_pi_dq_err,S_pi_dq_imag,S_pi_err,S_pi_imag,V,acceptance,adaptive_guard,adaptive_rebuild_count,average_phase_imag,average_phase_real,average_sign,average_sign_err,beta_trial,boundary,burn,campaign,center_boundary,center_green_max_imag,center_green_norm,center_green_norm_first,configurations,delta,diagnostic_R_cdw_abs_diff_max,diagnostic_S_pi_abs_diff_max,diagnostic_boundary,diagnostic_comparisons,diagnostic_relative_frobenius_max,diagnostic_sign_mismatch_count,diagnostic_stride,dt,even_parity,first_eigenvalues,full_rebuild_count,ground_energy,guard,guard_threshold,guard_trigger_fraction,hs_fields,hs_scheme,interaction_bonds,kinetic_boundary_A,max_center_green_direct_relative_error,max_observable_imag,max_raw_phase_norm_deviation,max_sign_imag,measurements,method,min_update_denominator,mode,mu,multiprecision_fallback,multiprecision_fallback_count,negative_signs,observable_convention,odd_parity,output_dir,physical_slices,post_accept_rebuild_count,pre_decision_rebuild_count,proposal_attempt_count,raw_sign_imag,raw_sign_real,result_path,runtime_seconds,seed,sign_corrections,sign_recompute_stride,sign_recomputes,sign_stride,stabilization_interval,task_id,theta,trial_slices
40,-0.0019338990956192514,0,0.005414402173913036,0.005424873081380486,1.9898642965185552e-19,,1.9898642965185552e-19,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,12.569805089976528,,1.3,0,8.673617379884035e-19,0,20,6.63480811162041e-15,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.2372736926495437e-20,,3.2014522554581124e-15,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0046_s760047,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0046_s760047/result.json,98.743906047,760047,0,20,1,20,10,46,10,80
40,-0.002324810152715129,0,0.005072687233082023,0.0050844802678630405,0,,3.9797285930371103e-19,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,12.569805089976548,,1.3,1.9984014443252818e-15,4.336808689942018e-18,0,20,1.2470022249424272e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.5767382091032355e-19,,1.3084847842492474e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0047_s760048,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0047_s760048/result.json,97.017832532,760048,0,20,1,20,10,47,10,80
80,0.0008664375114852962,0,0.004166666666667379,0.004163056510369523,0,,3.9797285930371103e-19,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.888543819997214,,0.5,1.2212453270876722e-15,2.6020852139652106e-18,0,20,1.0948465865147548e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.3484859925302925e-20,,5.6152887258031824e-14,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0048_s760049,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0048_s760049/result.json,666.500798095,760049,0,20,1,20,10,48,10,80
80,0.0005151400894173319,0,0.003804693897226466,0.003802733946872043,1.9898642965185552e-19,,1.9898642965185552e-19,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.88854381998518,,0.5,5.995204332975845e-15,3.0357660829594124e-18,0,20,2.4044363860166388e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.3813485111125765e-20,,1.6691645797781686e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0049_s760050,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0049_s760050/result.json,653.599773975,760050,0,20,1,20,10,49,10,80
80,0,0,0.0031250000000000015,0.0031250000000000015,0,,0,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.88854381999832,,1,0,0,0,20,3.831787330532255e-16,0,1,0.1,,,0,,0,0.1,0,,0,,,,2.7184378479265326e-20,,5.2012266720839434e-15,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0050_s760051,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0050_s760051/result.json,648.21853762,760051,0,20,1,20,10,50,10,80
80,-8.978509043533478e-05,0,0.0029332326773869465,0.0029334960379481536,9.949321482592776e-20,,9.949321482592776e-20,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.888543819998215,,1,1.1102230246251565e-15,5.637851296924623e-18,0,20,1.641437092368444e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.944915780541402e-20,,4.3275806714136813e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0051_s760052,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0051_s760052/result.json,658.681511053,760052,0,20,1,20,10,51,10,80
80,-0.00047036476388728765,0,0.0027173913043478364,0.0027186694694670954,9.949321482592776e-20,,9.949321482592776e-20,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.888543819998336,,1.3,2.220446049250313e-16,8.673617379884035e-19,0,20,8.545918084546747e-15,0,1,0.1,,,0,,0,0.1,0,,0,,,,3.354641511583086e-20,,3.6652900422119e-14,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0052_s760053,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0052_s760053/result.json,661.317258626,760053,0,20,1,20,10,52,10,80
80,-0.0005505001546881605,0,0.0025685733641171863,0.002569987364151461,9.949321482592776e-20,,9.949321482592776e-20,,0,1,False,0,,,1,0,8,0,10,gaussian_qmc,,,,17.88854381999824,,1.3,3.1086244689504383e-15,8.673617379884035e-19,0,20,1.9247205323013273e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,1.7522636589509055e-21,,3.407000821540972e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0053_s760054,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0053_s760054/result.json,666.243877245,760054,0,20,1,20,10,53,10,80
80,0.0008771778880449776,0,0.0041796875000006,0.004176021170546661,0,,1.9898642965185552e-19,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.832554500126022,,0.5,7.771561172376096e-16,1.734723475976807e-18,0,20,1.0593242137941099e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,4.770619635468041e-20,,4.157103067305036e-15,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0054_s760055,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0054_s760055/result.json,675.654118112,760055,0,20,1,20,10,54,10,80
80,0.000505016755374954,0,0.0037981001941690675,0.003796182089932419,0,,0,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.83255450011538,,0.5,1.9984014443252818e-15,6.5052130349130266e-18,0,20,2.0626667947038157e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,3.844526179987112e-20,,1.899958283219907e-14,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0055_s760056,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0055_s760056/result.json,632.124450694,760056,0,20,1,20,10,55,10,80
80,0,0,0.0031250000000000006,0.0031250000000000006,9.949321482592776e-20,,9.949321482592776e-20,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.832554500127006,,1,0,0,0,20,3.7619787278971895e-16,0,1,0.1,,,0,,0,0.1,0,,0,,,,5.265921833371526e-21,,2.003781812880155e-15,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0056_s760057,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0056_s760057/result.json,670.364879632,760057,0,20,1,20,10,56,10,80
80,-9.665831399074953e-05,0,0.0029206417672375594,0.0029209240715465518,0,,0,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.832554500126943,,1,1.1102230246251565e-15,4.336808689942018e-18,0,20,1.6079088949959987e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,4.2341934210136957e-20,,1.1761267146467656e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0057_s760058,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0057_s760058/result.json,673.383203221,760058,0,20,1,20,10,57,10,80
80,-0.0004773414391436859,0,0.0027122961956522074,0.0027135908870216242,9.949321482592776e-20,,9.949321482592776e-20,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.832554500127063,,1.3,2.220446049250313e-16,2.168404344971009e-18,0,20,9.758467260303035e-15,0,1,0.1,,,0,,0,0.1,0,,0,,,,7.632107221005349e-21,,1.7238342869578838e-15,20,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0058_s760059,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0058_s760059/result.json,633.781020587,760059,0,20,1,20,10,58,10,80
80,-0.000566231346482704,0,0.0025524584903290765,0.002553903772336897,1.9898642965185552e-19,,0,,0,1,False,0,,,1,0,8,1,10,gaussian_qmc,,,,17.832554500126943,,1.3,2.4424906541753444e-15,6.071532165918825e-18,0,20,1.907837212103828e-14,0,1,0.1,,,0,,0,0.1,0,,0,,,,3.025194227123012e-20,,1.4245696538171605e-13,20,,inf,static_regression_projector,0.7,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/gaussian_qmc/task_0059_s760060,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/gaussian_qmc/task_0059_s760060/result.json,657.450133838,760060,0,20,1,20,10,59,10,80
10,0.22680646184467657,0.00695328023749456,0.04583922994547538,0.035442596387857565,0.00016025400001567,,0.0004437741823797847,,2,0.745732,False,0,,,0.884,0.008326663997864529,8,0,500,hs_crosscheck,,,,6.762390608457708,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,1.4452159743559958e-15,,8.033620597338298e-10,3000,,inf,static_regression_projector,0,False,0,174,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0000_s720001,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0000_s720001/result.json,168.263054765,720001,0,20,150,20,10,0,10,80
10,0.2995310796194274,0.03206863987158662,0.04994978799824807,0.03498827407237131,0.0005900704177962643,,0.0052565821574320735,,2,0.7458890833333334,False,0,,,0.866,0.008062620414804133,8,0,500,hs_crosscheck,,,,9.101400232986897,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,7.12882696961736e-13,,1.6263688531850134e-10,3000,,inf,static_regression_projector,0,False,0,201,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0001_s720002,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0001_s720002/result.json,174.855535811,720002,0,20,150,20,10,1,10,80
10,0.24742021136900527,0.0121439926355427,0.04732059002422735,0.03561251963832698,0.0004703779297600308,,0.0014379051021332784,,2,0.7456509166666667,False,0,,,0.8766666666666667,0.0068313005106397295,8,0,500,hs_crosscheck,,,,9.836962974575934,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,2.4901588502974417e-14,,1.8168449762150407e-09,3000,,inf,static_regression_projector,0,False,0,185,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0002_s720003,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0002_s720003/result.json,179.241589101,720003,0,20,150,20,10,2,10,80
10,0.2416080672515768,0.011184320955764061,0.046160828370629486,0.03500799984526994,0.00039469723039926255,,0.0009595362390504575,,2,0.7456285833333334,False,0,,,0.8666666666666667,0.007302967433402216,8,0,500,hs_crosscheck,,,,8.13625221930037,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,3.5666586246836247e-14,,4.368192663772145e-09,3000,,inf,static_regression_projector,0,False,0,200,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0003_s720004,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0003_s720004/result.json,171.044557463,720004,0,20,150,20,10,3,10,80
10,0.23627356773292763,0.00837848329363749,0.046629020213237206,0.035611815247564856,0.00016660302752952006,,0.0005896210534686379,,2,0.7457109166666667,False,0,,,0.8753333333333333,0.01425826937654199,8,0,500,hs_crosscheck,,,,9.937166115675549,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,5.610511411846097e-15,,4.068301058360226e-10,3000,,inf,static_regression_projector,0,False,0,187,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0004_s720005,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0004_s720005/result.json,167.781312485,720005,0,20,150,20,10,4,10,80
10,0.2139613080348196,0.007759286358844667,0.044815937785434974,0.03522706111605621,0.00013715699879205908,,0.0004984054418136509,,2,0.74606625,False,0,,,0.8746666666666667,0.010480837429154897,8,0,500,hs_crosscheck,,,,7.3015547131244025,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,4.603568912640657e-15,,4.2216751312404106e-10,3000,,inf,static_regression_projector,0,False,0,188,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0005_s720006,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0005_s720006/result.json,181.41120431,720006,0,20,150,20,10,5,10,80
10,0.22757084319397192,0.01225179269448646,0.0454998432716745,0.035145405573145966,0.00024472712903878517,,0.0005214394255749042,,2,0.84008675,False,0,,,1,0,8,0,500,hs_crosscheck,,,,8.537673307864186,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.5957201458876992e-16,,1.0033977338954882e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0006_s720001,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0006_s720001/result.json,178.378798877,720001,0,20,150,20,10,6,10,80
10,0.21870043674570205,0.013204760603392063,0.0456097439611876,0.03563487303701623,0.0003085911931951734,,0.000552332152633025,,2,0.8401968333333333,False,0,,,1,0,8,0,500,hs_crosscheck,,,,7.908815281777173,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,2.705332460377692e-16,,1.4120878770686237e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0007_s720002,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0007_s720002/result.json,179.509270472,720002,0,20,150,20,10,7,10,80
10,0.22670459534208576,0.014215789548932076,0.045025746521947164,0.034818202876713805,0.00026031543343387424,,0.0006160733625080936,,2,0.8399155,False,0,,,1,0,8,0,500,hs_crosscheck,,,,6.68854761284766,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.6481772785974673e-16,,1.1587732264345653e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0008_s720003,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0008_s720003/result.json,183.429556713,720003,0,20,150,20,10,8,10,80
10,0.2362267795074504,0.02054921534587462,0.045941371420160484,0.03508878920342035,0.00025517381349202486,,0.0009732579152601851,,2,0.8398536666666667,False,0,,,1,0,8,0,500,hs_crosscheck,,,,8.740106277478528,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,2.3583675293825566e-16,,6.524474740012206e-12,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0009_s720004,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0009_s720004/result.json,172.568653168,720004,0,20,150,20,10,9,10,80
10,0.1946894876573192,0.017880024843803185,0.04456649475479226,0.035889866724299155,0.00029464593320937323,,0.0006588941928916044,,2,0.8398435833333333,False,0,,,1,0,8,0,500,hs_crosscheck,,,,8.009840120882759,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.8651001587343315e-16,,8.061640287810905e-12,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0010_s720005,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0010_s720005/result.json,185.460819196,720005,0,20,150,20,10,10,10,80
10,0.21227734908769158,0.012243325011996474,0.04519893746316194,0.03560422683690157,0.00022694481770702002,,0.000469754006354891,,2,0.8398724166666667,False,0,,,1,0,8,0,500,hs_crosscheck,,,,7.63926359497055,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.8646101419958646e-16,,1.140749964537526e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0011_s720006,200,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0011_s720006/result.json,177.003846319,720006,0,20,150,20,10,11,10,80
10,0.22784168371832825,0.009755816778557774,0.04569560226023929,0.035284239302743325,0.00017920857225920873,,0.0006423995231503071,,2,0.7455983333333334,False,0,,,0.8033333333333333,0.014245138700910822,8,0,500,hs_crosscheck,,,,6.882777089764128,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,1.611948141779123e-15,,8.780687258500515e-09,3000,,inf,static_regression_projector,0,False,0,295,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0012_s720007,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0012_s720007/result.json,303.7583366,720007,0,20,150,20,10,12,18,80
10,0.22049818394422027,0.007586319324462043,0.0453193953117968,0.0353265509480954,0.00021273059114293577,,0.0004667251353841085,,2,0.7456312962962963,False,0,,,0.772,0.015504008159371177,8,0,500,hs_crosscheck,,,,8.220459492436236,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,2.0258947684366053e-15,,4.914646065343706e-10,3000,,inf,static_regression_projector,0,False,0,342,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0013_s720008,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0013_s720008/result.json,304.048563475,720008,0,20,150,20,10,13,18,80
10,0.22282486224543951,0.00936901028746332,0.0454846386288628,0.03534953029210285,0.0002128751326604507,,0.0006216176189457711,,2,0.7456299074074074,False,0,,,0.794,0.011217154782007278,8,0,500,hs_crosscheck,,,,7.8639092333931115,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,2.7547842751572004e-15,,4.450633737420781e-10,3000,,inf,static_regression_projector,0,False,0,309,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0014_s720009,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0014_s720009/result.json,296.329323446,720009,0,20,150,20,10,14,18,80
10,0.24675326764606997,0.015897300624369753,0.046673994410426904,0.03515703377555966,0.000248679893632102,,0.001018016983355623,,2,0.7457658796296296,False,0,,,0.7846666666666666,0.010157818985870324,8,0,500,hs_crosscheck,,,,7.240175042119928,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,1.742211128464366e-14,,2.169358090409713e-09,3000,,inf,static_regression_projector,0,False,0,323,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0015_s720010,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0015_s720010/result.json,300.083997661,720010,0,20,150,20,10,15,18,80
10,0.2155040771448291,0.005991603665836725,0.04525116625707961,0.03549935543312044,0.0001336671535832201,,0.0003284452468712797,,2,0.7457077314814815,False,0,,,0.798,0.014868625470829937,8,0,500,hs_crosscheck,,,,7.893416897130525,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,1.7360404041027749e-15,,2.945791666244464e-10,3000,,inf,static_regression_projector,0,False,0,303,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0016_s720011,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0016_s720011/result.json,307.762969121,720011,0,20,150,20,10,16,18,80
10,0.21625280787842827,0.007893405898337362,0.044965278461119966,0.03524141073686736,0.00012741858272962767,,0.0005095179777282536,,2,0.7458320833333333,False,0,,,0.79,0.01123382527945654,8,0,500,hs_crosscheck,,,,8.798442828092586,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,0,,,,4.149935032429346e-15,,3.5491761349963724e-10,3000,,inf,static_regression_projector,0,False,0,315,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0017_s720012,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0017_s720012/result.json,315.450214324,720012,0,20,150,20,10,17,18,80
10,0.23224979414868896,0.011631710919740534,0.045927060721925594,0.035260510323404035,0.0002020450313095095,,0.0005469464665497197,,2,0.8393525925925925,False,0,,,1,0,8,0,500,hs_crosscheck,,,,6.9762254914594335,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.844939893280445e-16,,1.1077529350336943e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0018_s720007,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0018_s720007/result.json,312.506624453,720007,0,20,150,20,10,18,18,80
10,0.2288477069992808,0.011176522745804536,0.04591521428359843,0.0354076227784163,0.0001941285362280029,,0.0006159114131443069,,2,0.8395044907407407,False,0,,,1,0,8,0,500,hs_crosscheck,,,,7.747877155236701,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.4698569482242234e-16,,1.3938065243852638e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0019_s720008,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0019_s720008/result.json,328.982393442,720008,0,20,150,20,10,19,18,80
10,0.21617639205316486,0.014574029502098792,0.04541540835734639,0.0355976692350341,0.0002174581367672901,,0.0006722690150137577,,2,0.8393136111111111,False,0,,,1,0,8,0,500,hs_crosscheck,,,,7.659550229490892,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,2.6522655772262976e-16,,1.1669309396975387e-11,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0020_s720009,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0020_s720009/result.json,311.520439519,720009,0,20,150,20,10,20,18,80
10,0.21977960146403308,0.012129691818121124,0.045280513953521166,0.03532878064272969,0.00028086001718935857,,0.0005355305880085366,,2,0.8398727777777778,False,0,,,1,0,8,0,500,hs_crosscheck,,,,7.69988034972477,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.9716591595318544e-16,,7.911545682598035e-12,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0021_s720010,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0021_s720010/result.json,204.378017245,720010,0,20,150,20,10,21,18,80
10,0.2106379652204715,0.013372940730782133,0.04517733475131722,0.035661272885215665,0.0002703696497413457,,0.0005763280062446796,,2,0.839724212962963,False,0,,,1,0,8,0,500,hs_crosscheck,,,,10.268650931961936,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,1.2333665443609477e-16,,5.648496002341148e-12,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0022_s720011,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0022_s720011/result.json,200.502455178,720011,0,20,150,20,10,22,18,80
10,0.2315747631254952,0.013667769131997909,0.04604314876450092,0.035380717495809684,0.0002691152185451126,,0.0006556725143076177,,2,0.8396625,False,0,,,1,0,8,0,500,hs_crosscheck,,,,9.064522311207536,,1,0,0,0,0,0,0,0,0.1,,,0,,0,0.1,0,,1,,,,2.769687727695187e-16,,8.77907569710262e-12,3000,,inf,static_regression_projector,0,False,0,0,physical_density_SQ_equals_minus_legacy_contact_already_included,,raw/hs_crosscheck/task_0023_s720012,360,0,0,0,,,/home/sunxr/PfQMC-main/reproduction/projector_kitaev/regression_stress/raw/hs_crosscheck/task_0023_s720012/result.json,247.503609542,720012,0,20,150,20,10,23,18,80
